,carat,cut,color,clarity,depth,table,x,y,z,n_cut,n_color,n_clarity,price_predicted
73,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,4,2,4,726.2215841154248
74,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,4,6,2,687.9058552695951
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,4,4,6,3945.9155081743047
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,3,3,3,301.8588832046844
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,3,5,3,1440.2895049653089
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,2,5,2,1032.0833654100375
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,4,0,4,1344.355002064889
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,4,4,7,705.9902659299114
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,4,3,6,1128.5601622223912
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,4,4,3,477.8494270893243
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,2,2,4,4153.278676828377
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,3,3,1,3096.394504633361
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,3,5,1,2233.9736901661004
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,2,0,3,551.8547061593254
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2,3,2,2258.3978949698067
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,2,6,3,3183.293948257575
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,2,2,4,4145.411968615428
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,2,4,1,2312.316418669361
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,3,2,3,9729.69771280167
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,2,4,2,9132.034056951166
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,4,4,4,1018.3560839034471
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,3,3,3,6438.143777982856
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,3,1,1,17573.344609107913
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,4,4,5,8085.461840167067
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,4,6,3,960.1384326019797
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,4,4,2,2252.1953639394487
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,1,5,3,7074.214883057084
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,2,1,3,6044.6696480780265
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,4,1,3,5857.069779614962
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2,5,3,3128.5059972699128
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,3,4,2,4652.182695201798
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,4,2,3,10128.33736669425
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,4,3,5,1225.579467209689
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,2,0,3,552.9366030831825
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,2,5,1,342.158670572403
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,4,3,3,461.1274006163767
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,3,5,3,3160.409071287242
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,4,3,5,920.2845104377993
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,3,2,1,5320.5370274478755
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,4,5,3,1588.6709998854203
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,1,3,0,3279.6452286011113
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,3,5,3,1711.0491176500545
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,2,4,5,708.0091846319629
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,0,4,2,485.1551695259477
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,2,6,4,8255.417188445474
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,3,3,4,142.97524754303595
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,4,0,4,1016.4316716731355
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,4,0,4,8195.179675066342
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,3,4,1,4798.225450774709
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,2,3,5,561.8770153437326
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,4,3,7,1106.510010861206
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,4,5,3,7548.458576694422
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,3,0,2,4318.035076548662
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,2,0,1,3599.698023665136
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,3,5,3,3173.261055840674
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,2,2,5,602.4183626203157
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,4,3,1,5420.067947195494
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,4,4,4,3804.9980628410667
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,4,6,3,1005.9851702709384
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,4,1,2,1319.2614708254478
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,4,5,3,1813.4622199384248
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,3,4,1,4795.350180501322
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,3,2,3,4829.539531949302
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,3,2,3,4950.36933465696
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,1,5,4,3428.389291795873
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,3,2,1,4326.960407063521
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,1,6,2,625.1482997191915
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,4,4,4,9153.640530407083
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,4,6,4,823.3616920935528
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,3,3,2,4903.942209565888
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,2,5,5,9900.509917860207
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,2,4,7,761.1181241172671
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,2,6,4,680.6670883627557
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,4,4,5,2361.132102802676
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,4,3,2,3824.7080225465397
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,4,3,6,4146.454631363129
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,2,5,2,3356.3815894718923
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,4,2,2,4653.339121065195
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,2,5,3,3331.065219288317
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,4,4,2,893.5928030244868
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,4,5,3,875.9846291461072
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,0,6,1,11730.991623324593
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,4,3,2,5803.961890598486
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,4,6,2,1538.5748395840656
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,2,3,4,255.22658885518103
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,3,3,4,12698.920130762865
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,0,2,1,13320.080174884977
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,3,2,4,282.6056657486115
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,2,3,0,1430.2233853756316
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,3,1,2,6280.4335460575585
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,3,6,3,569.5866110815259
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,2,2,4,1603.16351392686
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,4,5,2,3555.9514180142887
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,2,3,5,975.0936266716417
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,4,2,7,845.5057877786203
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,4,1,1,6302.7559622185345
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,2,4,1,9112.752475254609
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,4,3,4,2201.7191544333473
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,4,3,6,824.1624638644425
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,4,2,5,1756.3901316132506
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,3,5,1,4473.686847910418
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,2,5,2,1322.577892767897
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,2,2,2,4345.710144921715
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,1,1,4,5372.148545291211
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,4,2,2,5954.213555291655
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,0,2,3,15065.16427227289
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,4,3,3,12768.30924121539
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,2,1,1,13205.99170454849
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,1,4,5,565.1480128897019
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,0,3,4,2253.572126034316
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,4,3,6,4136.72367732921
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,0,2,0,7807.6121186450655
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,4,0,3,1315.4793147401742
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,4,6,4,1967.32848817997
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,2,1,2,5785.236324507001
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,2,4,3,1500.6881970338727
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,3,4,1,9995.185934401336
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,3,1,0,1016.8834924627226
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,2,2,2,8916.678735070112
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,2,6,3,6917.769166988386
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,3,4,3,12227.266856145263
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,2,5,4,3376.743467835211
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,3,4,2,726.8726273342982
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,3,2,2,13305.92551170832
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,3,3,4,156.6101577072186
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,4,5,5,1949.5552736046648
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,4,6,5,5270.786408522845
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,3,0,2,4643.684055546604
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,4,3,4,7075.714591470169
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,4,4,0,2006.5205973399325
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,3,4,2,1198.57361489068
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,3,2,1,4757.654874632621
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,3,5,1,4237.301426440788
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,3,4,3,3379.630070424151
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1,4,1,1098.879102887273
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,2,3,3,2961.9033466979017
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,3,3,2,3629.2695469490027
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,4,3,2,5175.12803508425
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,3,2,1,3153.8342458131483
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,3,3,3,7367.565021589808
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,4,5,2,2423.181683417286
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,3,3,4,6531.747356068321
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,3,5,0,2783.0305725387516
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,3,4,0,3438.8865980318405
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,3,2,1,14137.893318700624
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,4,4,6,783.2098220795015
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,0,1,3,3456.5250772406107
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,4,5,4,3480.2634864179054
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,4,3,3,15763.896829574645
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,4,2,2,2996.610138167056
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,1,1,6,2961.5264799581073
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,4,3,3,939.3081292137067
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,4,3,3,636.2258812056862
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,3,4,3,598.6257073750894
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,2,1,3,7684.3816125717
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,3,3,2,11203.480234054143
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,3,4,2,4756.646165309525
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1,6,2,881.7546100305162
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,3,5,2,2359.449669359216
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,4,3,4,6595.049768751938
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,1,0,1,2682.113064605568
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,4,4,6,814.1801519425062
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,4,3,6,896.0978450834082
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2,3,2,2082.010160903228
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,3,2,7,5411.439687120976
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,2,2,1,8270.348196147246
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,2,6,4,5558.145707375497
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,1,4,5,213.9596719505571
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,1,5,5,233.57265794948762
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,4,4,5,865.6039616973758
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2,6,1,2616.965716102354
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,2,3,7,958.8706331852045
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,4,5,3,767.7231057201789
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,3,0,5,3817.3571045015815
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,4,6,1,1397.0034837268613
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,3,4,0,6297.1208143560325
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1,5,2,978.1999982694388
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,4,5,4,3420.0450263918246
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1,2,3,1092.4459526891696
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,3,4,1,4609.867472452806
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,4,4,3,450.41407194103886
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,1,3,2,4353.1128181596105
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,1,5,2,6888.99408418031
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,2,1,2,4407.665852750804
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,4,3,3,7176.890458041147
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,1,3,2,3312.7983038628336
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,4,5,3,2074.486294502698
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,2,4,2,2863.0834291614665
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,4,6,2,619.6016969728753
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,4,2,3,2977.6719990903293
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,3,2,2,6004.34205891797
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,2,0,4,8222.402821189868
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,4,2,5,7891.481425294809
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,4,4,2,2424.198174526762
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,4,1,3,1544.4781891099083
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,4,5,4,1464.1830430867994
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,4,3,7,1210.3145470066193
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,2,4,3,566.6762674172351
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,4,4,1,1585.1111667853038
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,3,4,2,2400.869387270839
